dataset,condition,split,num_rows,num_image_clusters,risk,risk_label,method,method_label,aurc,oracle_aurc,random_aurc,excess_aurc,normalized_aurc,numerical_reference,absolute_error_mean,absolute_error_median,absolute_error_p95,absolute_error_max,spearman_rho,kendall_tau_b,exact_match_fraction
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_dice_m2,Dice-M2,0.103789047724,0.0368081284147,0.127565007236,0.0669809193097,0.738025813352,confidence_dice_exact,0.0170081837826,0.0108851664644,0.0509095154642,0.245830908418,0.972248606033,0.908540434149,0
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_dice_m8,Dice-M8,0.0814307662037,0.0368081284147,0.127565007236,0.044622637789,0.491672238714,confidence_dice_exact,0.0046127552353,0.00341213049486,0.0112116662204,0.0616475343704,0.997611617786,0.972903633461,0
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_dice_m32,Dice-M32,0.0752259833565,0.0368081284147,0.127565007236,0.0384178549418,0.423305158139,confidence_dice_exact,0.00123876128076,0.00099699232926,0.00267358430651,0.0150822997093,0.999826873805,0.991585562429,0
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_nhd_m2,nHD-M2,0.101044967133,0.0368081284147,0.127565007236,0.0642368387178,0.707790302529,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_nhd_m8,nHD-M8,0.0745691290379,0.0368081284147,0.127565007236,0.0377610006231,0.416067642623,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_nhd_m32,nHD-M32,0.0673265958443,0.0368081284147,0.127565007236,0.0305184674295,0.336266163246,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_nhd95_m2,nHD95-M2,0.0943224571281,0.0368081284147,0.127565007236,0.0575143287133,0.633718671908,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_nhd95_m8,nHD95-M8,0.068673527562,0.0368081284147,0.127565007236,0.0318653991473,0.351107261081,,,,,,,,
duts,segformer-target,test,5019,5019,risk_dice,Dice risk,confidence_nhd95_m32,nHD95-M32,0.0619371184702,0.0368081284147,0.127565007236,0.0251289900555,0.27688248408,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_sdc,SDC,0.0718508613129,0.0294139392388,0.0930131124989,0.0424369220742,0.667255876119,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_mean_max_probability,Mean max probability,0.0981901966638,0.0294139392388,0.0930131124989,0.068776257425,1.08140175256,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_negative_entropy,Negative entropy,0.0910571307721,0.0294139392388,0.0930131124989,0.0616431915333,0.969245170549,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_dice_exact,Dice-Exact,0.0728374409454,0.0294139392388,0.0930131124989,0.0434235017066,0.682768336138,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_qfr_entropy,QFR-Entropy,0.0728459126164,0.0294139392388,0.0930131124989,0.0434319733776,0.682901540244,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_plm10_entropy,PLM-10/PLA-10-Entropy,0.094941539904,0.0294139392388,0.0930131124989,0.0655276006652,1.03032157977,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_mmmc_entropy,MMMC-Entropy,0.0693234069741,0.0294139392388,0.0930131124989,0.0399094677353,0.627515511436,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_foreground_entropy,Foreground entropy,0.0711073739494,0.0294139392388,0.0930131124989,0.0416934347106,0.655565671272,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_dice_m2,Dice-M2,0.100209563146,0.0294139392388,0.0930131124989,0.0707956239069,1.11315321061,,,,,,,,
